指標名,コンビニ,,,,,
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4丁目30番3号,35.681526,139.7033415,セブンイレブン 代々木千駄ヶ谷4丁目店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-23-10,35.67663,139.7082465,セブンイレブン 渋谷千駄ヶ谷3丁目店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-33-6,35.677278,139.7064735,セブンイレブン 北参道駅前店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-54,35.67483,139.705452,セブンイレブン 原宿外苑店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3丁目16-5,35.67582,139.706784,ミニストップ 千駄ヶ谷3丁目店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3丁目39番1号北参道サンイーストテラス1階,35.678061,139.706046,ファミリーマート 北参道駅前店
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2-32-4,35.676072,139.712517,ローソン 千駄ヶ谷二丁目店
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ケ谷2-6-7,35.675325,139.708998,ファミリーマート 千駄ヶ谷二丁目店
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-20-6,35.678907,139.7102175,ローソン 千駄ヶ谷一丁目店
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-30-8 ダヴィンチ千駄ヶ谷101,35.680941,139.7100105,ミニストップ 千駄ヶ谷駅前店
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1丁目,35.67845332,139.7111267,NEWDAYSMINI(ニューデイズミニ) 千駄ヶ谷1号店
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1丁目20-1,35.679447,139.7105955,セブンイレブン 渋谷千駄ヶ谷1丁目店
新宿区,赤城元町,-,東京都新宿区赤城元町2-1,35.704278,139.735809,ローソン 神楽坂駅北店
港区,赤坂９丁目,六本木,東京都港区赤坂9-5-27,35.667945,139.7290725,ローソン 赤坂九丁目店
港区,赤坂９丁目,六本木,東京都港区赤坂9-1,35.668287,139.7322765,ナチュラルローソン 赤坂通店
港区,赤坂９丁目,六本木,東京都港区赤坂9-1-7,35.668485,139.73256,ローソン 港赤坂九丁目店
港区,赤坂９丁目,六本木,東京都港区赤坂9-6-29,35.66664,139.728204,ナチュラルローソン NL乃木坂店
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-2,35.665164,139.7312865,セブンイレブン 東京ミッドタウン店
港区,赤坂８丁目,赤坂,東京都港区赤坂8-4-23,35.673246,139.726791,セブンイレブン 青山1丁目駅前店
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目10-22,35.670303,139.7269665,セブンイレブン 赤坂8丁目店
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目12番14号,35.670015,139.730292,ファミリーマート 赤坂稲荷坂店
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目1-16 オーク赤坂ビル1F,35.674254,139.729923,ファミリーマート 青山通り赤坂七丁目店
港区,赤坂６丁目,赤坂,東京都港区赤坂6-13-16,35.669979,139.7337165,ローソン 赤坂六丁目店
港区,赤坂６丁目,赤坂,東京都港区赤坂6-14-15,35.669691,139.733334,セブンイレブン 赤坂6丁目店
港区,赤坂６丁目,赤坂,東京都港区赤坂6-2-4,35.671383,139.737141,ローソン 赤坂氷川公園前店
港区,赤坂６丁目,赤坂,東京都港区赤坂6丁目11-1,35.669556,139.734909,セブンイレブン 赤坂氷川坂下店
港区,赤坂６丁目,赤坂,東京都港区赤坂6丁目3-20,35.671077,139.735656,ファミリーマート 赤坂六丁目店
港区,赤坂５丁目,赤坂,東京都港区赤坂5-2-20,35.671941,139.733523,ファミリーマート 赤坂パークビル店
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-1,35.67321,139.73643,セブンイレブン 赤坂Bizタワー店
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-6,35.671779,139.7347965,セブンイレブン TBS放送センター店
港区,赤坂５丁目,赤坂,東京都港区赤坂5丁目4-15,35.671113,139.734954,ファミリーマート 赤坂五丁目店
港区,赤坂４丁目,赤坂,東京都港区赤坂4-1-29,35.676603,139.7345355,ローソン H赤坂四丁目店
港区,赤坂４丁目,赤坂,東京都港区赤坂4-15-1,35.67393,139.7313945,セブンイレブン 赤坂ガーデンシティ店
港区,赤坂４丁目,赤坂,東京都港区赤坂4丁目9-9,35.675145,139.733073,セブンイレブン 赤坂4丁目店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-10-12,35.675955,139.7368215,セブンイレブン 赤坂3丁目みすじ通り店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-1-10,35.676765,139.736844,デイリーヤマザキ 赤坂見附駅前店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-1-6丸の内線赤坂見附駅構内,35.677125,139.7367585,ローソン メトロス赤坂見附店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-7-13,35.674947,139.7376855,ファミリーマート エスプラナード赤坂店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-8-15,35.676027,139.737159,ナチュラルローソン 赤坂見附店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-9-1,35.677413,139.736322,デイリーヤマザキ 赤坂三丁目店
港区,赤坂３丁目,赤坂,東京都港区赤坂3-9-10,35.676675,139.736349,デイリーヤマザキ 赤坂見附店
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目14-9清水ビル1階,35.673939,139.737015,ファミリーマート 赤坂三丁目店
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目16-7,35.674677,139.736403,セブンイレブン 赤坂3丁目一ツ木通り店
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目5-5,35.673381,139.7386485,ファミリーマート 日枝神社前店
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目8番1号赤坂アルトビル1F,35.676459,139.736961,ファミリーマート 赤坂見附駅前店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-2-17,35.671617,139.742289,ローソン H溜池山王店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-14-9,35.671923,139.73832,デイリーヤマザキ 赤坂2丁目店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-17-54,35.670231,139.7385045,セブンイレブン 港区赤坂駅南店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-23-1,35.668125,139.73949,ナチュラルローソン アークヒルズフロントタワー店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-3-7先 溜池山王駅構内,35.671005,139.7419875,ローソン 溜池山王メトロピア店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-9-11,35.671041,139.740984,ローソン オリックス赤坂2丁目ビル店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-9-11 B2,35.671041,139.740984,ファミリーマート 溜池山王店
港区,赤坂２丁目,赤坂,東京都港区赤坂2丁目10-11,35.670024,139.7415375,ファミリーマート 溜池山王駅南店
港区,赤坂２丁目,赤坂,東京都港区赤坂2丁目13-1,35.67303,139.738293,セブンイレブン 赤坂2丁目店
港区,赤坂２丁目,赤坂,東京都港区赤坂2丁目14-28 赤坂鳳月堂ビル,35.672571,139.737105,ファミリーマート 赤坂駅前店
港区,赤坂２丁目,赤坂,東京都港区赤坂2丁目14番27号国際新赤坂ビル東館,35.672382,139.737231,ファミリーマート 国際新赤坂ビル店
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-30,35.668971,139.741434,セブンイレブン 赤坂1丁目店
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-44,35.668917,139.7426085,ローソンサテライト 赤坂インターシティ店
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-4-1,35.670357,139.743432,セブンイレブン 港区溜池山王店
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-8,35.669781,139.7426895,ローソン 赤坂インターシティAIR店
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1丁目3-9,35.670294,139.744647,ファミリーマート 特許庁前店
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1丁目7-19,35.66925,139.7414745,ファミリーマート 赤坂一丁目店
新宿区,西落合３丁目,-,東京都新宿区西落合3-1-16,35.723007,139.6833165,ローソン H落合南長崎駅前店
新宿区,西落合３丁目,-,東京都新宿区西落合3-28-7,35.725059,139.6757565,ローソン 新宿西落合三丁目店
新宿区,西落合３丁目,-,東京都新宿区西落合3丁目23-1,35.723889,139.677993,ファミリーマート 新宿西落合三丁目店
新宿区,西落合２丁目,-,東京都新宿区西落合2-5-9,35.721261,139.678614,ローソンストア100 LS西落合二丁目店
新宿区,西落合１丁目,-,東京都新宿区西落合1-1-1,35.72109,139.685922,セブンイレブン 新宿西落合1の東店
新宿区,西落合１丁目,-,東京都新宿区西落合1ー31ー14,35.720307,139.679037,セブンイレブン 新宿西落合1丁目店
新宿区,西落合１丁目,-,東京都新宿区西落合1-31-19,35.720253,139.679739,ファミリーマート 西落合店
港区,西麻布４丁目,-,東京都港区西麻布4-1-1,35.659476,139.7232675,ローソン 西麻布四丁目店
港区,西麻布４丁目,-,東京都港区西麻布4-15-2,35.659098,139.721076,セブンイレブン 西麻布4丁目店
港区,西麻布４丁目,-,東京都港区西麻布4-22-11,35.657325,139.718475,ナチュラルローソン 港日赤通り店
港区,西麻布３丁目,-,東京都港区西麻布3-1-22,35.660601,139.7270745,セブンイレブン 西麻布3丁目六本木通り店
港区,西麻布３丁目,-,東京都港区西麻布3-13-13,35.656956,139.7240775,セブンイレブン 港区西麻布3丁目店
港区,西麻布３丁目,-,東京都港区西麻布3-2-13,35.659629,139.7275785,ローソン 西麻布三丁目店
港区,西麻布３丁目,-,東京都港区西麻布3丁目2-21,35.658549,139.72743,ファミリーマート 六本木テレ朝通り店
港区,西麻布３丁目,-,東京都港区西麻布3丁目24,35.659269,139.7239605,ファミリーマート 西麻布三丁目店
港区,西麻布２丁目,-,東京都港区西麻布2丁目9-16,35.661618,139.7215125,ファミリーマート 西麻布霞町店
港区,西麻布１丁目,-,東京都港区西麻布1-15-4,35.661591,139.7230785,ローソン 西麻布一丁目店
港区,西麻布１丁目,-,東京都港区西麻布1-2-1,35.661798,139.727574,ローソン EXタワープラス店
港区,西麻布１丁目,-,東京都港区西麻布1-8-10,35.66043,139.725,ファミリーマート 西麻布一丁目店
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-27-1,35.711505,139.71078,ファミリーマート 西早稲田店
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3丁目15-3,35.710542,139.7128365,セブンイレブン 新宿西早稲田3丁目店
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3丁目30-20,35.713917,139.7117115,ファミリーマート 西早稲田三丁目店
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-11-12 八百板ビル,35.70993,139.7131155,ローソン 西早稲田二丁目店
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-18-18,35.711019,139.711041,ローソンストア100 LS新宿早稲田通店
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-20-9,35.709255,139.7096505,ローソン 西早稲田駅前店
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-2-3,35.70723,139.716252,セブンイレブン 西早稲田2丁目店
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-5-16,35.70921,139.715982,ファミリーマート 西早稲田二丁目店
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目20-1,35.708562,139.709484,ファミリーマート 西早稲田諏訪通り店
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,ファミリーマート 早稲田大学店
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.709345,139.719438,セブンイレブン 早稲田大学WASECO店
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-23-20,35.71254,139.7195865,セブンイレブン 西早稲田1丁目新目白通り店
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-9-21,35.711199,139.7204325,セブンイレブン 西早稲田1丁目店
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1丁目2-2,35.707878,139.7178045,セブンイレブン 西早稲田1丁目早稲田通り店
千代田区,西神田３丁目,-,東京都千代田区西神田3丁目5番1号,35.697906,139.753368,ファミリーマート 西神田三丁目店
千代田区,西神田２丁目,-,東京都千代田区西神田2丁目8-1,35.699085,139.756167,ファミリーマート 西神田二丁目店
千代田区,西神田１丁目,-,東京都千代田区三崎町2-20-4,35.69979538,139.7560926,ファミリーマート 水道橋駅西口店
千代田区,西神田１丁目,-,東京都千代田区三崎町3丁目6-9,35.69979538,139.7560926,ファミリーマート 三崎町三丁目店
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-15-2,35.69526,139.691052,ファミリーマート タカノ西新宿店
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目16-1,35.696592,139.6916325,セブンイレブン 新宿グランドプラザ店
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目4-2,35.69454,139.6932885,ファミリーマート 西新宿八丁目店
新宿区,西新宿７丁目,-,東京都新宿区西新宿7丁目2番6号 西新宿K-1ビル,35.695539,139.6986705,ファミリーマート 西新宿七丁目店
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-7-30,35.696844,139.6976715,LAWSON(ローソン) 西新宿七丁目店
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-7-30,35.696844,139.6976715,ローソン LM 西新宿七丁目店
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-7-30,35.696844,139.6976715,ローソン クオール西新宿小滝橋通店
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-10-19,35.694306,139.698684,ローソン 西新宿小滝橋通店
