指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2022/1/18取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件）",,,,,,
渋谷区,円山町,-,東京都渋谷区円山町26-8,35.65600,139.69395,ドラッグヨシダ,https://byoinnavi.jp/pharm/201263
新宿区,若松町,-,東京都新宿区若松町20-3,35.70110,139.71592,戸山薬局,https://byoinnavi.jp/pharm/205804
新宿区,若松町,-,東京都新宿区若松町24-10,35.70085,139.71695,ワカマツ薬局,https://byoinnavi.jp/pharm/271840
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-11-6,35.66663,139.71008,キリン堂薬局表参道店,https://byoinnavi.jp/pharm/201212
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-13-8,35.66659,139.70529,神宮前ファーマシー,https://byoinnavi.jp/pharm/201215
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷2-9-17,35.67862,139.67737,スマイルドラッグ幡ヶ谷店,https://byoinnavi.jp/pharm/201217
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-15-7,35.67381,139.71104,神宮前薬局,https://byoinnavi.jp/pharm/201209
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-6-7,35.66827,139.71209,原宿薬局,https://byoinnavi.jp/pharm/201213
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-50-6,35.66297,139.70994,薬ヒグチ青山店,https://byoinnavi.jp/pharm/201214
渋谷区,桜丘町,-,東京都渋谷区桜丘町3-24,35.65652,139.70202,杉山薬品,https://byoinnavi.jp/pharm/201203
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-5-10,35.65929,139.69956,OSドラッグ渋谷店,https://byoinnavi.jp/pharm/201199
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-3-11,35.65054,139.72108,(株)ドラッグ・オゾン 広尾店,https://byoinnavi.jp/pharm/201260
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-16-17,35.67123,139.70448,マツモトキヨシ 原宿竹下通り店,https://byoinnavi.jp/pharm/201207
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-19-14,35.67213,139.70338,原宿サンキュードラッグ,https://byoinnavi.jp/pharm/201208
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-13-14,35.66963,139.70379,アインズ&トルペ原宿クエスト店,https://byoinnavi.jp/pharm/201206
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-3-1,35.65933,139.69990,サンドラッグ渋谷店,https://byoinnavi.jp/pharm/201198
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-25-11,35.64759,139.72230,広尾調剤薬局,https://byoinnavi.jp/pharm/201258
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-25-8,35.64771,139.72179,渋谷調剤薬局,https://byoinnavi.jp/pharm/201259
渋谷区,神南１丁目,-,東京都渋谷区神南1-23-8,35.66001,139.70088,三千里薬品 神南店,https://byoinnavi.jp/pharm/201204
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-7-4,35.65857,139.69861,健美堂薬局,https://byoinnavi.jp/pharm/201201
渋谷区,神山町,-,東京都渋谷区神山町7-13,35.66446,139.69346,石田薬局,https://byoinnavi.jp/pharm/201205
渋谷区,西原３丁目,-,東京都渋谷区西原3-7-8,35.66968,139.68037,フラワー薬局代々木上原店,https://byoinnavi.jp/pharm/201253
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-17-21,35.64906,139.70620,(株)三和堂,https://byoinnavi.jp/pharm/201246
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-16-2,35.65010,139.72059,どらっぐぱぱす広尾店,https://byoinnavi.jp/pharm/201256
渋谷区,西原２丁目,-,東京都渋谷区西原2-27-4,35.67522,139.67830,研究堂薬品,https://byoinnavi.jp/pharm/201248
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-9-5,35.64703,139.70827,ケイポートホテルエクセレント店,https://byoinnavi.jp/pharm/201245
渋谷区,西原３丁目,-,東京都渋谷区西原3-21-1,35.67071,139.68180,代々木にしはら薬局,https://byoinnavi.jp/pharm/201252
渋谷区,西原３丁目,-,東京都渋谷区西原3-1-4,35.67025,139.68232,三松ストアー薬品部上原店,https://byoinnavi.jp/pharm/201250
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-28-8,35.65946,139.69415,平田薬局,https://byoinnavi.jp/pharm/201247
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-12,35.65413,139.72049,(株)清水薬局 広尾ガーデンヒルズ店,https://byoinnavi.jp/pharm/201255
渋谷区,西原３丁目,-,東京都渋谷区西原3-1-8,35.67031,139.68300,くすりセイジョー代々木上原店,https://byoinnavi.jp/pharm/201251
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-35-17,35.64772,139.70289,くすりの福太郎代官山店,https://byoinnavi.jp/pharm/201244
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-10-7,35.64661,139.70780,ひまわり薬局恵比寿店,https://byoinnavi.jp/pharm/201242
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-5-2,35.64743,139.71116,ヤマグチ薬局恵比寿店,https://byoinnavi.jp/pharm/201233
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-7-1,35.64442,139.70788,根本薬局,https://byoinnavi.jp/pharm/201241
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-1-9,35.64625,139.70833,エビス漢方薬岩崎薬局,https://byoinnavi.jp/pharm/201239
渋谷区,東２丁目,-,東京都渋谷区東2-1-12,35.65489,139.70957,(有)ひかわ薬局,https://byoinnavi.jp/pharm/201229
渋谷区,東３丁目,-,東京都渋谷区東3-17-11,35.64878,139.71036,(資)マツオ十字堂薬局,https://byoinnavi.jp/pharm/201230
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-29-17,35.64356,139.71542,優美堂,https://byoinnavi.jp/pharm/201234
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-9-17,35.67862,139.67737,六号通り調剤薬局,https://byoinnavi.jp/pharm/201225
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3-76-1,35.67908,139.67040,ミネ薬品本部,https://byoinnavi.jp/pharm/201226
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-5-4,35.67851,139.67766,くすりセイジョー幡ヶ谷二番店,https://byoinnavi.jp/pharm/201222
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3-8-6,35.68086,139.67591,幡ヶ谷調剤薬局,https://byoinnavi.jp/pharm/201227
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-1-1,35.67836,139.67895,東京漢方(株),https://byoinnavi.jp/pharm/201218
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-5-7,35.67891,139.67749,幡ヶ谷六号通り薬局,https://byoinnavi.jp/pharm/201224
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-18-17,35.67750,139.67474,クオールこだま薬局,https://byoinnavi.jp/pharm/201221
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-18-12,35.67758,139.67446,ミツヤ薬局,https://byoinnavi.jp/pharm/201220
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-13-4,35.67762,139.67674,青山薬局,https://byoinnavi.jp/pharm/201219
新宿区,富久町,-,東京都新宿区富久町17-2,35.69260,139.71327,アイセイ薬局 富久店,https://byoinnavi.jp/pharm/264603
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-1-10,35.67601,139.70628,(株)杏林,https://byoinnavi.jp/pharm/201187
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-29-3,35.68030,139.70971,たくみ外苑薬局,https://byoinnavi.jp/pharm/201184
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-2-13,35.65752,139.70038,薬ヒグチ 渋谷南口店,https://byoinnavi.jp/pharm/201194
渋谷区,猿楽町,-,東京都渋谷区猿楽町29-9,35.64821,139.70005,漢方蘭山,https://byoinnavi.jp/pharm/201183
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-29-4,35.68038,139.70954,枇杷葉温圧(株)健康会,https://byoinnavi.jp/pharm/201185
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-27-7,35.68636,139.70265,西垣薬局,https://byoinnavi.jp/pharm/201193
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-26-5,35.68516,139.70332,徐福漢方薬局,https://byoinnavi.jp/pharm/201192
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-22-6,35.68036,139.70597,南山堂薬局,https://byoinnavi.jp/pharm/201190
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-7-8,35.67836,139.71001,尾沢薬局,https://byoinnavi.jp/pharm/201186
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-27-9,35.67736,139.70808,あおば薬局北参道,https://byoinnavi.jp/pharm/201188
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-2-2,35.65752,139.70038,薬局コスモス渋谷店,https://byoinnavi.jp/pharm/201195
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-25-6,35.66025,139.69661,旭薬局,https://byoinnavi.jp/pharm/201197
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-16-7,35.67991,139.70690,カメイ薬局,https://byoinnavi.jp/pharm/201189
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-27-12,35.68094,139.70406,(株)みすず薬局,https://byoinnavi.jp/pharm/201191
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-6-2,35.65791,139.69912,(有)松岡薬局,https://byoinnavi.jp/pharm/201196
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目32番8号 新宿中央口ビル2階,35.69035,139.70411,新宿3丁目薬局,https://byoinnavi.jp/pharm/205764
新宿区,新宿２丁目,-,東京都新宿区新宿2-4-1 第22宮廷マンション108,35.68877,139.70824,アーク薬局 新宿御苑店,https://byoinnavi.jp/pharm/264152
新宿区,新宿２丁目,-,東京都新宿区新宿2-5-10 成信ﾋﾞﾙ1F,35.68962,139.70712,トモズ 新宿二丁目店,https://byoinnavi.jp/pharm/254887
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-9-3 ライオネスコーポ1F,35.69155,139.68645,西新宿5丁目薬局,https://byoinnavi.jp/pharm/205719
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-25-11 和光堂西新宿ビル1階,35.68998,139.68434,トモズ 西新宿五丁目店,https://byoinnavi.jp/pharm/254876
新宿区,上落合２丁目,-,東京都新宿区上落合2-25-3 伊藤ビル 1階,35.71102,139.68690,株式会社日本メディケートプラン 上落合2丁目薬局,https://byoinnavi.jp/pharm/252983
渋谷区,猿楽町,-,東京都渋谷区猿楽町24-7,35.64823,139.70160,レジーナ薬局代官山店,https://byoinnavi.jp/pharm/201182
新宿区,若松町,-,東京都新宿区若松町3-2,35.69863,139.71898,トモズ 女子医大前1号店,https://byoinnavi.jp/pharm/205808
新宿区,若松町,-,東京都新宿区若松町3-3 井関ﾋﾞﾙ,35.69871,139.71895,トモズ 女子医大前2号店,https://byoinnavi.jp/pharm/254544
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-12-15,35.67516,139.66798,ミネ薬品笹塚店,https://byoinnavi.jp/pharm/201179
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-17-1,35.67449,139.66593,ミツヤ笹塚2丁目薬局,https://byoinnavi.jp/pharm/201181
新宿区,下落合１丁目,-,東京都新宿区下落合1-7-11,35.71559,139.70069,オリーブ薬局,https://byoinnavi.jp/pharm/205613
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-11-1,35.67501,139.66851,あづみ薬店,https://byoinnavi.jp/pharm/201178
渋谷区,本町２丁目,-,東京都渋谷区本町2-39-19,35.68419,139.68326,(有)佐野薬局,https://byoinnavi.jp/pharm/201168
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-56-7,35.67374,139.66723,眞誠薬局,https://byoinnavi.jp/pharm/201175
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-22-3,35.67323,139.66836,サンドラッグ笹塚南口店,https://byoinnavi.jp/pharm/201171
渋谷区,本町２丁目,-,東京都渋谷区本町2-12-1,35.68311,139.68123,天山堂薬局,https://byoinnavi.jp/pharm/201165
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-59-6,35.67343,139.66481,笹塚薬局,https://byoinnavi.jp/pharm/201176
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-23-8,35.67315,139.66800,幸仁薬局,https://byoinnavi.jp/pharm/201172
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-30-3,35.67306,139.66646,ミツヤ笹塚薬局,https://byoinnavi.jp/pharm/201173
渋谷区,本町２丁目,-,東京都渋谷区本町2-43-1,35.68447,139.68428,ドラッグユニオン,https://byoinnavi.jp/pharm/201170
渋谷区,本町２丁目,-,東京都渋谷区本町2-33-5,35.68374,139.68242,荻原薬局,https://byoinnavi.jp/pharm/201167
渋谷区,本町２丁目,-,東京都渋谷区本町2-27-1,35.68339,139.68144,(株)一二三薬局,https://byoinnavi.jp/pharm/201166
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-10-4,35.67542,139.66821,スマイルドラッグ笹塚店,https://byoinnavi.jp/pharm/201177
渋谷区,初台２丁目,-,東京都渋谷区初台2-20-1,35.67784,139.68677,北原薬品,https://byoinnavi.jp/pharm/201162
渋谷区,初台１丁目,-,東京都渋谷区初台1-14-8,35.67916,139.68605,宮田薬局,https://byoinnavi.jp/pharm/201158
渋谷区,初台１丁目,-,東京都渋谷区初台1-37-2,35.68021,139.68649,クオール薬局初台店,https://byoinnavi.jp/pharm/201160
渋谷区,初台１丁目,-,東京都渋谷区初台1-39-12,35.68019,139.68708,ドラッグストア・スマイル初台店,https://byoinnavi.jp/pharm/201161
渋谷区,初台１丁目,-,東京都渋谷区初台1-29-2,35.67851,139.68223,百草堂大薬房,https://byoinnavi.jp/pharm/201159
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-11-1,35.66106,139.70446,ナチュラルローソン クオール薬局渋谷一丁目店,https://byoinnavi.jp/pharm/201145
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-2-2,35.66074,139.70852,ぱぱす薬局青山店,https://byoinnavi.jp/pharm/201153
渋谷区,道玄坂１丁目,-,東京都渋谷区渋谷2-24-1,35.65835,139.70115,ニホンドウ漢方ブティック東急東横店,https://byoinnavi.jp/pharm/201154
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-22-4,35.66324,139.70308,アキヤマ薬局,https://byoinnavi.jp/pharm/201146
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-7-5,35.66075,139.70625,薬ヒグチ宮益坂店,https://byoinnavi.jp/pharm/201149
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-19-15,35.65958,139.70376,薬ヒグチ渋谷店,https://byoinnavi.jp/pharm/201152
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-27-15,35.65608,139.70462,いまくま薬局,https://byoinnavi.jp/pharm/201156
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-10-16,35.66042,139.70693,青山通り薬局,https://byoinnavi.jp/pharm/201150
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-15-1,35.65877,139.70522,ミキ薬局渋谷店,https://byoinnavi.jp/pharm/201151
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-24-5,35.66084,139.70202,ディアファーマシー渋谷薬局,https://byoinnavi.jp/pharm/201147
渋谷区,上原２丁目,-,東京都渋谷区上原2-43-7,35.66731,139.68155,どらっぐぱぱす上原店,https://byoinnavi.jp/pharm/201142
渋谷区,上原３丁目,-,東京都渋谷区上原3-23-1,35.66419,139.67723,漢方薬の救仁堂,https://byoinnavi.jp/pharm/201144
渋谷区,上原１丁目,-,東京都渋谷区上原1-17-7,35.66898,139.68248,セイジョー薬局代々木上原南店,https://byoinnavi.jp/pharm/201138
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷1丁目9-5 FTビル 2・3F,35.66819,139.69064,フィールド薬局 代々木公園店,https://byoinnavi.jp/clinic/163938
渋谷区,上原１丁目,-,東京都渋谷区上原1-35-3,35.66955,139.68207,(有)上原堂薬局,https://byoinnavi.jp/pharm/201141
渋谷区,上原１丁目,-,東京都渋谷区上原1-34-1,35.66943,139.68214,慶応堂薬局,https://byoinnavi.jp/pharm/201140
港区,南青山２丁目,-,東京都港区南青山2-10-9 青山田中ビル1階,35.67087,139.72110,青山薬局,https://byoinnavi.jp/pharm/162602
港区,北青山２丁目,-,東京都港区北青山2-7-20 第2猪瀬ビル1階,35.67067,139.71703,あすか薬局,https://byoinnavi.jp/pharm/162605
港区,南青山２丁目,-,東京都港区南青山2-26-36,35.66997,139.71719,青山薬局 外苑前,https://byoinnavi.jp/pharm/259276
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-2-4 MKプレイス1階,35.66632,139.75459,たんぽぽ薬局 新橋店,https://byoinnavi.jp/pharm/263463
港区,芝浦３丁目,-,東京都港区芝浦3-2-29,35.64478,139.75082,田町芝浦ファミリー薬局,https://byoinnavi.jp/pharm/276477
港区,芝浦３丁目,-,東京都港区芝浦3-1-32,35.64469,139.74867,田町駅前薬局,https://byoinnavi.jp/pharm/278359
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-1,35.65666,139.73453,麻布十番調剤薬局,https://byoinnavi.jp/pharm/278349
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-12-16,35.66742,139.75473,新橋内幸町薬局,https://byoinnavi.jp/pharm/279287
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1丁目3番1号,35.66931,139.75445,アイセイ薬局 内幸町店,https://byoinnavi.jp/pharm/264595
港区,麻布十番２丁目,-,東京都港区麻布十番2-2-7,35.65525,139.73563,南山堂薬局 麻布十番店,https://byoinnavi.jp/pharm/202614
港区,六本木３丁目,六本木,東京都港区六本木3-7-1THE ROPPONGI TOKYO201,35.66405,139.73509,(株)平井薬局,https://byoinnavi.jp/pharm/181017
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-17-8 地下1階,35.66724,139.75369,新橋薬局,https://byoinnavi.jp/pharm/262746
港区,芝４丁目,-,東京都港区芝四丁目5-8 池藤ビル1F,35.64882,139.75129,ハイジア薬局,https://byoinnavi.jp/pharm/258130
港区,芝５丁目,-,東京都港区芝5-16-1千代ビル1F,35.64872,139.74574,三田調剤薬局,https://byoinnavi.jp/pharm/162559
港区,白金１丁目,-,東京都港区白金1-25-31,35.64448,139.73157,パーム薬局,https://byoinnavi.jp/pharm/162577
港区,白金３丁目,-,東京都港区白金3-1-4,35.64686,139.73124,玉菊薬局,https://byoinnavi.jp/pharm/162572
港区,麻布十番３丁目,-,東京都港区麻布十番3-7-11 シャトーデスポワール麻布101号,35.65358,139.73476,トモズ 麻布十番店,https://byoinnavi.jp/pharm/202618
