指標名,観光地,,,,,Tripadvisorの取得範囲の変更について,,,,,
出典,Tripadvisor,,,,,前回までTripadvisorの全観光スポットを取得していたが、2021年度から観光カテゴリーを,,,,,
年次,2022/1/27 取得,,,,,「名所・有名スポット」に絞って情報を取得している、観光スポット全体の件数が昨年から倍増しており、,,,,,
URL,https://www.tripadvisor.jp/,,,,,個人名で登録された観光ツアーや、バーなど営業状況が不明な登録地が散見されたため。,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸ノ内1-9-1 丸ノ内中央口改札内付近,35.681185,139.768754,東京駅赤レンガ駅舎型ポスト,名所・有名スポット • 建築物 • 記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d21118246-Reviews-Tokyo_Station_Red_Brick_Station_Building_shaped_Mail_Box-Chiyoda_Tokyo_Tokyo_Pr.html,　
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702032,139.767885,明治天皇御臨幸記念碑,記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d21120475-Reviews-Monument_of_Emperor_Meiji_Gorinko-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田神保町２丁目,-,東京都千代田区神保町2-2-32,35.696322,139.756989,傳 2,名所・有名スポット,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066443-d4544961-Reviews-Artistry_of_Den_Part_One-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田３丁目,-,東京都千代田区外神田3-7-12イサミヤ第8ビル3F,35.702396,139.770435,雲雀亭,名所・有名スポット,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066443-d7729217-Reviews-Hibari_Tei_Cafe-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-1 YKK和泉ビル,35.6993,139.776549,ものづくり館 by YKK,イベントスペース,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14008786-Reviews-Monozukurikan_by_YKK-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-1 桜田濠沿イ,35.673702,139.745746,柳の井,旧跡 • 水辺,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066443-d20139404-Reviews-Yanagi_Well-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,北の丸公園,-,東京都千代田区北ノ丸公園1 北ノ丸公園内,35.690636,139.749517,北の丸公園露場,名所・有名スポット,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066443-d19089946-Reviews-Kitanomaru_Park_Observation_Field-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座２丁目,-,東京都中央区銀座2丁目4−8,35.673838,139.766211,銀座歓楽街,主要エリア,4.5,"4,732件",https://www.tripadvisor.jp/Attraction_Review-g14129573-d320511-Reviews-Ginza-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地４丁目,-,東京都中央区築地 4-16-2,35.665045,139.769822,築地場外市場,名所・有名スポット,4,"1,895件",https://www.tripadvisor.jp/Attraction_Review-g14129610-d1373675-Reviews-Tsukiji_Jogai_Market-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地４丁目,-,東京都中央区築地 4-14-2,35.665348,139.771561,築地魚河岸,名所・有名スポット,4,672件,https://www.tripadvisor.jp/Attraction_Review-g14129610-d11867754-Reviews-Tsukiji_Fish_Market-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地３丁目,-,東京都中央区築地 3‐15‐1,35.666506,139.772297,築地本願寺,神社/寺院/教会など,4,"1,024件",https://www.tripadvisor.jp/Attraction_Review-g14129610-d561503-Reviews-Tsukiji_Hongwanji_Temple-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋１丁目,日八京,東京都中央区日本橋 1丁目,35.682624,139.777088,日本橋（橋）,橋,4,789件,https://www.tripadvisor.jp/Attraction_Review-g14129589-d1373671-Reviews-Nihonbashi_Bridge-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋小網町,-,東京都中央区日本橋小網町16-23,35.684129,139.780477,小網神社,神社/寺院/教会など,4,165件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d2487479-Reviews-Koami_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋２丁目,日八京,東京都中央区日本橋 2-4-1,35.680707,139.773569,日本橋高島屋S.C.,名所・有名スポット • デパート,4,156件,https://www.tripadvisor.jp/Attraction_Review-g14129589-d12870591-Reviews-Nihombashi_Takashimaya_S_C-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,晴海３丁目,-,東京都中央区晴海 晴海3‐10‐1,35.654049,139.779213,晴海埠頭,名所・有名スポット,4,92件,https://www.tripadvisor.jp/Attraction_Review-g14129643-d1373672-Reviews-Harumi_Wharf-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座１丁目,-,東京都中央区銀座,35.672111,139.770813,並木通り,名所・有名スポット,4,206件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d1373681-Reviews-Ginza_Namiki_dori-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座８丁目,-,東京都中央区銀座 8-16-10,35.665708,139.763425,中銀カプセルタワービル,建築物,4,50件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d10039035-Reviews-Nakagin_Capsule_Tower_Building-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座４丁目,-,東京都中央区銀座 4-12-15,35.669449,139.767946,歌舞伎座タワー,名所・有名スポット • 建築物,4,76件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d10119611-Reviews-Kabukiza_Tower-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋兜町,-,東京都中央区日本橋兜町2-1,35.682774,139.778668,東京証券取引所,名所・有名スポット,3.5,122件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d553815-Reviews-Tokyo_Stock_Exchange-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地６丁目,-,東京都中央区築地 6-20-37,35.663484,139.771569,波除稲荷神社,神社/寺院/教会など,4,191件,https://www.tripadvisor.jp/Attraction_Review-g14129610-d4045009-Reviews-Namiyoke_Inari_Shrine-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町2-4-1,35.683571,139.785196,水天宮,神社/寺院/教会など,4,517件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d1373673-Reviews-Suitengu_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-47-2,35.686821,139.788377,荒汐部屋,名所・有名スポット,4,32件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8150841-Reviews-Arashio_Beya-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋１丁目,日八京,東京都中央区日本橋 1-1,35.683884,139.773158,麒麟像,記念碑＆像,3.5,53件,https://www.tripadvisor.jp/Attraction_Review-g14129589-d9722214-Reviews-Kirin_Statue-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座５丁目,-,東京都中央区銀座 5‐3‐1,35.672058,139.763072,ソニービル,名所・有名スポット,3.5,602件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d321140-Reviews-Sony_Building-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町2-4,35.685152,139.783138,甘酒横丁,名所・有名スポット,4,164件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d6901306-Reviews-Amazake_Yokocho-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-4-1 三越本館正面玄関,35.685645,139.773374,ライオン像,記念碑＆像,4,114件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d9722071-Reviews-Statue_of_Lion-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-14,35.687059,139.774205,福徳神社,旧跡 • 神社/寺院/教会など,3.5,198件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d7786392-Reviews-Fukutoku_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地６丁目,-,東京都中央区築地築地6丁目～勝どき1丁目,35.662314,139.77272,勝どき橋,橋,4,277件,https://www.tripadvisor.jp/Attraction_Review-g14129610-d1373677-Reviews-Kachidoki_Bridge-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1番1号,35.686393,139.772921,三井住友信託銀行 東京中央支店,名所・有名スポット • 建築物,4,29件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12870567-Reviews-Sumitomo_Mitsui_Trust_Bank_Tokyo_Central-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目,35.685787,139.783657,人形町 からくり時計台,名所・有名スポット,3.5,56件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d9601693-Reviews-Ningyocho_Karakuri_Watchtower-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,新川１丁目,-,東京都中央区新川,35.67708,139.782443,永代橋,橋,4,128件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d4052305-Reviews-Eitai_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,晴海１丁目,-,東京都中央区晴海 1-8-16,35.65731,139.782419,晴海トリトンスクエア,建築物 • ショッピングモール,3.5,77件,https://www.tripadvisor.jp/Attraction_Review-g14129643-d3584973-Reviews-Harumi_Island_Triton_Square-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座７丁目,-,東京都中央区銀座 7-9-14,35.668586,139.762675,ヤマハホール,名所・有名スポット • シアター,4,67件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d7257498-Reviews-Yamaha_Hall-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,明石町,-,東京都中央区明石町5-26,35.668172,139.777119,カトリック築地教会,建築物 • 神社/寺院/教会など • 記念碑＆像 • 大聖堂,4,33件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8364040-Reviews-Roman_Catholic_CHurch_of_St_Joseph_Tsukiji_Parish-Chuo_Tokyo_Tokyo_Prefecture_Ka.html,　
中央区,銀座５丁目,-,"東京都中央区銀座 5-2-1 東急プラザ銀座8, 9階",35.672194,139.762461,ロッテ免税店 銀座店,名所・有名スポット • ショッピングモール,4,44件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d12447445-Reviews-Lotte_Duty_Free_Tokyo_Ginza-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,京橋３丁目,日八京,東京都中央区京橋3-6-18 東京建物京橋ビル2F,35.675311,139.769578,LIXIL ギャラリー,名所・有名スポット,4,30件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d7112596-Reviews-LIXIL_Gallery-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-6-16,35.680949,139.77906,日枝神社日本橋摂社,神社/寺院/教会など,4,23件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d11864372-Reviews-Hie_Shrine_Nihonbashi_Sessha-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-5-8,35.687467,139.774933,薬祖神社,神社/寺院/教会など,4,18件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d14068994-Reviews-Yakuso_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋中洲,-,東京都中央区日本橋中洲1丁目～江東区清澄1丁目,35.681633,139.791111,清洲橋,橋,3.5,53件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8799771-Reviews-Kiyosu_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地４丁目,-,東京都中央区築地 4-16-2 千社額棟 1階,35.665045,139.769822,築地にっぽん漁港市場,名所・有名スポット,4,17件,https://www.tripadvisor.jp/Attraction_Review-g14129610-d13984383-Reviews-Tsukiji_Nippon_Fish_Port_Market-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座５丁目,-,東京都中央区銀座 5-3-1,35.672058,139.763072,銀座ソニーパーク,名所・有名スポット • 公園,3.5,25件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d15039967-Reviews-Ginza_Sony_Park-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,八重洲２丁目,日八京,東京都中央区八重洲 2-11-5,35.675724,139.767186,伏見稲荷神社,神社/寺院/教会など,4,22件,https://www.tripadvisor.jp/Attraction_Review-g14129520-d13222965-Reviews-Fushimi_Inari_Shrine-Yaesu_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-25-20,35.686823,139.784057,末廣神社,神社/寺院/教会など,3.5,40件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8570786-Reviews-Suehiro_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座１丁目,-,東京都中央区銀座 1-3-13 1F & 2F,35.675346,139.766178,まるごと高知,名所・有名スポット,4,125件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d7272088-Reviews-Marugoto_Kochi-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座１丁目,-,東京都中央区銀座,35.672111,139.770813,みゆき通り,名所・有名スポット,3.5,77件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d1373680-Reviews-Miyuki_dori-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,佃１丁目,-,東京都中央区佃1-1-14,35.668,139.783332,住吉神社,神社/寺院/教会など,3.5,67件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d2489722-Reviews-Sumiyoshi_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座５丁目,-,東京都中央区銀座 5丁目,35.670683,139.764675,すずらん通り,主要エリア,3.5,69件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d1373679-Reviews-Suzuran_dori-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-6-8,35.692692,139.785924,薬研堀不動院,神社/寺院/教会など,3.5,28件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d7227434-Reviews-Yagenbori_Fudoin-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-10-2,35.688487,139.77963,椙森神社,神社/寺院/教会など,3.5,46件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8048302-Reviews-Suginomori_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町4-4-26,35.688476,139.770558,中央区立常盤小学校,建築物,3.5,13件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12152062-Reviews-Chuoku_Tokiwa_Elementary_School-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,築地１丁目,-,東京都中央区築地 1-13-20,35.668375,139.769153,名犬チロリ記念碑,記念碑＆像,3.5,19件,https://www.tripadvisor.jp/Attraction_Review-g14129610-d10121633-Reviews-Chirori_Memorial-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座４丁目,-,東京都中央区銀座 4-5-1,35.672083,139.765597,教文館・聖書館ビル,建築物,4,13件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d12180884-Reviews-Kyobunkwan_Seishokan_Bldg-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,鍛冶町１丁目,-,東京都中央区鍛冶町1-10-4,35.690317,139.77266,丸石ビルディング,建築物,4,15件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12339289-Reviews-Maruishi_Building-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,明石町,-,東京都中央区明石町10,35.667661,139.775574,トイスラー記念館,旧跡,3.5,20件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10294201-Reviews-Trusler_Memorial-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座７丁目,-,東京都中央区銀座 7-7-2 DNP銀座ビル1F,35.669666,139.762484,ギンザ グラフィックギャラリー,名所・有名スポット,4,17件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d5971071-Reviews-Ginza_Graphic_Gallery-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-2-1 COREDO室町5F,35.686719,139.774186,日本橋三井ホール,建築物,3.5,30件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d3642511-Reviews-Nihonbashi_Mitsui_Hall-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋兜町,-,東京都中央区日本橋兜町,35.679899,139.776557,兜神社,神社/寺院/教会など,3.5,32件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d7927630-Reviews-Kabuto_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-59-2,35.687301,139.788849,清正公寺,神社/寺院/教会など,3.5,16件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d13152462-Reviews-Kiyomasako_ji_Temple-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3-10,35.689301,139.777032,宝田恵比寿神社,神社/寺院/教会など,3.5,43件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d3616565-Reviews-Takarada_Ebisu_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-1-13,35.687776,139.781638,三光稲荷神社,名所・有名スポット,3.5,29件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d6418924-Reviews-Sanko_Inari_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座５丁目,-,東京都中央区銀座 5-1-13,35.672333,139.761325,泰明小学校,旧跡 • 名所・有名スポット • 建築物,3,23件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d9836003-Reviews-Taimei_Elementary_School-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,銀座３丁目,-,東京都中央区銀座 3-8-10,35.671302,139.767183,朝日稲荷神社,神社/寺院/教会など,3.5,14件,https://www.tripadvisor.jp/Attraction_Review-g14129573-d14023385-Reviews-Asahi_Inari_Shrine-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋１丁目,日八京,東京都中央区日本橋 1丁目1,35.683884,139.773158,日本国道路元標,名所・有名スポット • 記念碑＆像,3.5,51件,https://www.tripadvisor.jp/Attraction_Review-g14129589-d9727278-Reviews-Nipponkoku_Doro_Gempyo-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,明石町,-,東京都中央区明石町12-1 中央区保健所等複合施設6F,35.666531,139.77703,タイムドーム明石,名所・有名スポット • 天文台・プラネタリウム • 歴史博物館,3.5,12件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d9721895-Reviews-Time_Dome_Akashi-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-36-13,35.685826,139.786421,勧進帳の弁慶像,記念碑＆像,3.5,19件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10719404-Reviews-Kanjinchozo_no_Benkei_Statue-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋３丁目,日八京,東京都中央区日本橋 3-4 八重洲通リ中央分離帯内,35.679768,139.770794,平和の鐘,名所・有名スポット • 記念碑＆像,3.5,27件,https://www.tripadvisor.jp/Attraction_Review-g14129589-d10507781-Reviews-Peace_Bell-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-15-2,35.68476,139.785441,松島神社,旧跡 • 神社/寺院/教会など,3,32件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8178187-Reviews-Matsushima_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-1-17,35.684685,139.781418,西郷隆盛屋敷跡,旧跡,3,20件,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10149001-Reviews-Former_Residence_of_Takamori_Saigo-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,　
